-4.137389328608890963e-03,5.836469722361672810e-04,4.022349462865289107e-04,7.754467746747416203e-04,-3.545344277924398634e-04,-8.710362009344253212e-05,1.384007856264838742e-04,-1.414773315318270980e-04,-1.548403781867956292e-04,7.649085638810830372e-05,-5.826357907973405553e-05,-7.973175256362357330e-05,-4.185181907813770178e-05,-5.579680653647647295e-05,1.167842775228408272e-05,5.099705915528575861e-05,1.550399885404735972e-05,-4.421872890117099092e-05,-3.578063773797320876e-05,1.250500778222504414e-05
-2.186366546902255171e-03,-3.374356965217920577e-03,6.312736323681680415e-04,-9.638397168105528349e-04,4.914887030204738612e-04,2.329613339046471580e-04,-2.346882927509262974e-04,-1.099477498652862481e-04,-5.557269113960532704e-05,1.146208149173618866e-04,-8.074723746971573042e-05,-1.108437753990316335e-05,-7.115034876867386163e-05,5.486737212124151707e-05,-6.821478972333417994e-07,-4.357602978231621844e-05,3.656833264306897318e-05,8.430300250344929019e-06,6.147683797698238917e-06,-3.092197920973776062e-05
8.773493438792029234e-04,-5.146627730083994101e-03,-2.996768670002994297e-04,-1.339085762340235051e-03,-1.533620473747790398e-05,5.028098970754456146e-04,2.563853729484728643e-04,-1.602839501411212409e-04,-1.224451201117321354e-04,-1.846163491806042671e-04,6.782395554194383292e-05,5.435401348996288516e-05,1.015268295949254602e-04,-9.213984598578888862e-05,4.573990667385131019e-05,4.402344252406882298e-05,-7.174339275746451181e-05,2.052265241000920639e-05,2.172544872386974381e-05,-1.994078579888492421e-05
2.631402254415223831e-03,7.546305798670306653e-03,-1.240117534734334068e-03,-7.424956139045246805e-04,4.973934676033414095e-04,-4.697251379993063109e-04,2.468139936566536184e-04,2.111002765130504022e-06,-1.157413598038427684e-04,1.972622932283592603e-04,1.621653743873061537e-04,6.289747784082247038e-05,1.790390321716495790e-05,8.197998272431554761e-05,6.798618175142305748e-05,6.826642749986910907e-05,3.895376543661370082e-05,-2.266255843275867773e-05,4.204176605606991672e-05,-2.248051938820610745e-05
1.521215843402163887e-03,6.970174403105450917e-03,-1.398914112369162386e-03,-4.913500562619633940e-04,5.528914216453092870e-04,-2.953631059099565701e-04,2.223208644143238378e-04,1.748276694748034598e-04,-1.738093102595625100e-04,1.478411749890036302e-04,9.596953541709930357e-05,-3.091823647658277269e-05,8.195531309245526579e-05,1.100253769817008924e-04,6.827849946656746954e-05,2.024321390928630641e-05,-5.120067296844894255e-07,-7.311375946445821674e-05,1.977862017568976334e-05,-4.314907777526584499e-05
-3.876147731984056193e-03,1.508717294738205544e-03,-2.816051768041678485e-05,9.068656656209642423e-04,-3.819688147320745566e-04,1.887030137837384725e-04,4.378382589908102041e-06,-2.449787400500798903e-04,-6.661399579233088445e-05,1.393008009221418113e-04,4.169704029059502894e-05,-9.905923590002671411e-05,5.622424252994882420e-05,-3.625551822817170379e-05,-5.419136128246727761e-05,-6.500789692177737966e-06,2.532508299217580691e-05,2.549443949916661015e-05,4.249024302841214760e-05,-2.705048896258079272e-05
-2.229302593331925972e-03,4.083410846086872430e-03,-1.117327033051740588e-03,6.266431722494977298e-04,8.232916394941958268e-05,4.704099803883785816e-04,-1.749584135083694059e-04,1.195822182313981163e-04,1.269824082132785671e-04,-1.452682479092940241e-04,-5.870899914524158693e-05,7.719345959994058871e-05,-8.854669434915743735e-05,-3.783738506889760259e-05,2.159293837693300071e-05,6.609833990307481923e-05,3.973789784296364133e-05,-2.690430358404994311e-05,3.041219643907492966e-05,-3.169658564312680381e-05
-4.209430822035830147e-03,-1.427074904870970109e-04,6.992005766630397757e-04,5.825202982526786304e-04,-2.387779819749360111e-04,-2.805323606550408290e-04,1.774792620990906400e-04,1.290544475254220258e-05,-1.103316161663990698e-04,-3.951440884405686400e-05,-7.866587658759718025e-05,3.268415364453774010e-05,-6.193519233736099951e-05,2.116564656039375065e-05,4.684139317188282860e-05,-7.703663529701097409e-06,-3.043184973488847483e-05,5.784150011567344008e-06,-5.506005933426759464e-06,1.338851993103006818e-05
-2.056725351652596932e-03,-3.480966074261344738e-03,5.932364805535259239e-04,-1.008923654826698836e-03,4.885444838496135226e-04,2.662205681289728579e-04,-2.233792120170989223e-04,-1.304210948693551597e-04,-8.010357182715314897e-05,1.065898701990057411e-04,-9.377150223730329405e-05,8.138725821782953279e-06,-6.367392839920415159e-05,6.349149198382002235e-05,-1.563782606609001580e-05,-4.390598537150510844e-05,4.752467459204079837e-05,3.052839552701484022e-06,1.333782251907685730e-06,-2.827655958902725443e-05
1.158683215790217921e-02,-7.091446996326903306e-03,-1.328873302467652650e-03,6.444090115544719817e-04,-3.273349170635542530e-04,-5.880803864330207218e-04,-4.587118543451298991e-04,9.687152439111362270e-05,-1.392189445614708222e-04,6.320343796919557602e-05,-4.044585323747425525e-05,1.041279831518003557e-04,9.635110076014739052e-05,-1.221158801869673166e-04,1.239462289007840919e-04,-8.940558894875345625e-05,9.051618979411132047e-05,1.729321648043769394e-07,-2.490091648112481524e-05,8.466511636831539471e-06
-4.116956544515107223e-03,6.836458855960671601e-04,3.574800960401217911e-04,7.951771614504903399e-04,-3.633450420336471775e-04,-5.739790307263085566e-05,1.269024752490830604e-04,-1.582751557915201585e-04,-1.515948303674019939e-04,8.888333543004303086e-05,-4.935200661681082287e-05,-8.947392847769166475e-05,-3.226448577273298044e-05,-6.046034359162916140e-05,2.665824631214612786e-06,5.101699347569947364e-05,2.104652119424512246e-05,-4.210475423355985314e-05,-3.010354007725024855e-05,7.575830535580047181e-06
1.041939038361766948e-02,-7.084303405310230818e-03,-1.405836263318980704e-03,3.632870905169461044e-04,-4.594361614892851844e-04,-5.298026070979266252e-04,-3.863325570285324850e-04,1.637449392915520184e-04,-6.120566539678517777e-05,1.536349909291487000e-04,-1.092191303272250309e-04,1.282083661325191220e-04,1.202001959773733213e-04,-1.216550566119978043e-04,1.216102911856645522e-04,-6.794899997061307564e-05,7.329235837822605047e-05,1.493480817455535031e-05,-3.817944458932955232e-05,-1.755746716299228907e-05
-4.135050306131180659e-03,5.961491291934682343e-04,3.967075840504372944e-04,7.780597162850457068e-04,-3.557912582018239039e-04,-8.343019528928214724e-05,1.370763572646389069e-04,-1.436986049490513752e-04,-1.546316047262274985e-04,7.815329259117001059e-05,-5.725533813710477569e-05,-8.112133019287328566e-05,-4.076310881072720216e-05,-5.655158894733712820e-05,1.058924007091789240e-05,5.120570029701287885e-05,1.627045222280472367e-05,-4.417496193530018702e-05,-3.527708601997928101e-05,1.196042088722299491e-05
-3.918925142495301335e-03,-1.320577426114099163e-03,9.541406520778767438e-04,7.281816320339020755e-05,1.095422525849431709e-04,-3.345633925108627491e-04,-1.783474267988511261e-06,1.843840011843377860e-04,1.277065210961750535e-04,-7.112325578615923800e-05,7.522709355555741515e-05,2.828724857284235859e-05,7.904038051323024772e-05,-9.774293992561564181e-06,-6.036973985121193580e-05,1.285745188423422206e-05,4.075226460996538052e-05,-2.017395546212225047e-05,-1.240375001015874697e-05,-4.311042235524831669e-06
-4.178713243571338144e-03,-5.389048412971858765e-04,8.255221397314245393e-04,4.388992974314975901e-04,-1.399233920506908434e-04,-3.463587063415850546e-04,1.523631761048332219e-04,9.625992362157245426e-05,-4.026384002622956958e-05,-8.734992454530836055e-05,-4.480656729836891622e-05,7.600579930679923042e-05,-2.252926261230995723e-05,4.695811008679460645e-05,1.781323582496018671e-05,-3.387277815291846818e-05,-1.855354901429398103e-05,2.829485630037565256e-05,2.261186573639889798e-05,-8.571051378219505623e-06
-3.026742432985528308e-03,3.119560421904831338e-03,-7.677534933028167061e-04,8.492211656177392964e-04,-1.621616322008305531e-04,5.033810470571842234e-04,-1.995872477883854439e-04,-9.927403462967353048e-05,1.571535482424363576e-04,-3.241029931202465161e-05,6.357296875481778672e-05,9.773597217115905737e-05,-2.025032408297342785e-06,6.214197892112112561e-05,4.436748217623816336e-05,-7.815676516303828519e-06,-2.654676135625792205e-05,-2.555551502469135996e-05,-4.186758009095364305e-05,2.247873894558173689e-05
1.586588756601308228e-02,1.187907950089616728e-02,2.036063802167263886e-03,-1.599714182165820316e-03,-7.775580434844964108e-04,-6.082728344928055249e-05,-3.098063367820279193e-04,-1.622237392963930879e-04,9.026304896702791469e-05,-2.624120418113530528e-04,-2.064853782932174833e-04,-2.182580231418976421e-04,1.566167133935095419e-04,1.602350626422932079e-04,1.106133513912415094e-04,1.111974302945719322e-04,8.639735934700132618e-05,8.093725690928010570e-05,3.290525257658638629e-05,7.807781071849883539e-05
-2.979700452361254415e-03,3.183891146554560046e-03,-7.937249382352718017e-04,8.379729439193612725e-04,-1.471789526184815540e-04,5.061507241727154164e-04,-2.014778204291316232e-04,-8.562930119275373767e-05,1.594581132625103362e-04,-4.209166202693740100e-05,5.656838475228324030e-05,1.010104711297700946e-04,-9.868173650586100788e-06,5.766790408158104474e-05,4.632073440193295422e-05,-7.942969707765342684e-07,-2.240856929548175100e-05,-2.957383642833671432e-05,-3.968732439637797266e-05,1.911325048239228910e-05
